MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Years Since Remodel
20,RL,43.0,3182.0,None,4,Lvl,Inside,3,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1266.0,1266.0,GasA,5,1,SBrkr,1266.0,0.0,0,1266.0,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2007.0,3,2.0,388.0,3,3,2,100,16,0,0,0,0,0,None,None,0,3,2008,WD,Normal,159895,1.0,1
20,RL,53.0,3710.0,None,4,Lvl,Inside,3,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007.0,2008,Gable,CompShg,WdShing,Wd Shng,BrkFace,20.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1146.0,1146.0,GasA,5,1,SBrkr,1246.0,0.0,0,1246.0,0.0,0.0,2,0,2,1,4,5,8,1,4,Attchd,2007.0,3,2.0,428.0,3,3,2,100,24,0,0,0,0,0,None,None,0,3,2008,New,Partial,187687,1.0,0
60,RL,80.0,9024.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,789.0,789.0,GasA,5,1,SBrkr,813.0,702.0,0,1515.0,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2004.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,None,None,0,7,2008,WD,Normal,179000,4.0,4
60,RL,62.0,7415.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,759.0,1,0.0,80.0,839.0,GasA,5,1,SBrkr,864.0,729.0,0,1593.0,1.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,2004.0,3,2.0,398.0,3,3,2,100,75,0,0,0,0,0,None,None,0,4,2008,WD,Normal,193000,4.0,4
80,RL,59.0,9587.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,6,655.0,1,0.0,201.0,856.0,GasA,5,1,SBrkr,1166.0,0.0,0,1166.0,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2005.0,3,2.0,400.0,3,3,2,212,0,0,0,0,0,0,None,None,0,7,2008,WD,Normal,190000,3.0,3
60,RL,51.0,8029.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,5,1,SBrkr,728.0,728.0,0,1456.0,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2005.0,3,2.0,400.0,3,3,2,100,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,176000,3.0,3
60,RL,64.0,8010.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002.0,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,1,SBrkr,840.0,880.0,0,1720.0,0.0,0.0,2,1,3,1,4,7,8,1,4,BuiltIn,2002.0,3,2.0,400.0,3,3,2,138,48,0,0,0,0,0,None,None,0,7,2008,WD,Normal,188000,6.0,5
60,RL,64.0,8396.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,1,SBrkr,847.0,1139.0,0,1986.0,0.0,0.0,2,1,4,1,4,9,8,1,4,BuiltIn,2003.0,3,2.0,434.0,3,3,2,120,48,0,0,0,0,0,None,None,0,5,2008,WD,Normal,213000,5.0,5
120,RL,55.0,7301.0,None,3,Lvl,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,6,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4,3,1,6,876.0,1,0.0,474.0,1350.0,GasA,5,1,SBrkr,1358.0,0.0,0,1358.0,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2008.0,2,2.0,484.0,3,3,2,192,26,0,0,0,0,0,None,None,0,11,2008,New,Partial,217300,1.0,0
60,RL,93.0,10261.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,3,3,PConc,4,3,1,1,0.0,1,0.0,936.0,936.0,GasA,5,1,SBrkr,962.0,830.0,0,1792.0,1.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,2000.0,3,2.0,451.0,3,3,2,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,186500,8.0,8
60,RL,71.0,8220.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000.0,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,4,3,3,6,544.0,1,0.0,438.0,982.0,GasA,5,1,SBrkr,1008.0,884.0,0,1892.0,0.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,2000.0,2,2.0,431.0,3,3,2,108,0,0,0,0,0,0,None,None,0,7,2008,WD,Normal,226750,8.0,7
60,RL,60.0,15384.0,None,3,Lvl,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004.0,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,724.0,1,0.0,64.0,788.0,GasA,5,1,SBrkr,788.0,702.0,0,1490.0,1.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2004.0,3,2.0,388.0,3,3,2,100,75,0,0,0,0,0,None,None,0,2,2008,WD,Normal,184000,4.0,3
60,RL,64.0,7750.0,None,4,Lvl,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002.0,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,707.0,707.0,GasA,5,1,SBrkr,707.0,707.0,0,1414.0,0.0,0.0,2,1,3,1,4,6,8,1,4,Attchd,2002.0,3,2.0,403.0,3,3,2,100,35,0,0,0,0,0,None,None,0,4,2008,WD,Normal,176000,6.0,6
60,RL,41.0,12460.0,None,3,Lvl,FR2,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999.0,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,870.0,1,0.0,167.0,1037.0,GasA,5,1,SBrkr,1037.0,1285.0,0,2322.0,0.0,0.0,2,1,4,1,3,8,8,1,3,BuiltIn,1999.0,3,2.0,400.0,3,3,2,144,44,0,0,0,0,0,None,None,0,5,2008,WD,Normal,225000,9.0,8
60,RL,77.0,8390.0,None,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,831.0,831.0,GasA,5,1,SBrkr,873.0,778.0,0,1651.0,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,1999.0,3,2.0,450.0,3,3,2,0,103,0,0,0,0,0,None,None,0,5,2008,WD,Normal,185900,9.0,9
75,RL,84.0,9660.0,None,4,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997.0,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,406.875,4,3,PConc,4,3,1,1,0.0,1,0.0,1173.0,1173.0,GasA,5,1,SBrkr,1182.0,1017.0,0,2199.0,0.0,0.0,2,1,3,1,4,9,8,1,3,Attchd,1997.0,3,2.0,516.0,3,3,2,0,131,0,0,0,0,0,None,None,0,9,2008,WD,Normal,284500,11.0,11
60,RL,80.0,9200.0,None,4,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,4,3,1,6,986.0,1,0.0,484.0,1470.0,GasA,4,1,SBrkr,1470.0,1160.0,0,2630.0,1.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1998.0,3,3.0,696.0,3,3,2,0,66,0,0,0,0,0,None,None,0,6,2008,WD,Normal,315000,10.0,10
60,RL,84.0,14260.0,None,3,Lvl,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,4,3,3,6,655.0,1,0.0,490.0,1145.0,GasA,5,1,SBrkr,1145.0,1053.0,0,2198.0,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,2000.0,2,3.0,836.0,3,3,2,192,84,0,0,0,0,0,None,None,0,12,2008,WD,Normal,250000,8.0,8
60,RL,89.0,11000.0,None,4,Lvl,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000.0,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1519.0,1519.0,GasA,5,1,SBrkr,1533.0,639.0,0,2172.0,0.0,0.0,2,1,4,1,5,8,8,1,3,BuiltIn,2000.0,2,3.0,687.0,3,3,2,162,153,0,0,0,0,0,None,None,0,6,2008,WD,Normal,291000,8.0,8
20,RL,110.0,11675.0,None,3,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,4,3,3,6,1660.0,1,0.0,322.0,1982.0,GasA,5,1,SBrkr,2006.0,0.0,0,2006.0,1.0,0.0,2,0,2,1,4,5,8,1,3,Attchd,1998.0,3,3.0,938.0,3,3,2,144,33,0,0,0,0,0,None,None,0,7,2008,WD,Normal,350000,10.0,10
60,RL,97.0,10990.0,None,3,Lvl,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996.0,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,851.0,1,0.0,213.0,1064.0,GasA,5,1,SBrkr,1064.0,1061.0,0,2125.0,1.0,0.0,2,1,4,1,4,12,8,2,3,Attchd,1996.0,2,2.0,576.0,3,3,2,168,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,279500,12.0,11
60,RL,89.0,11929.0,None,3,Lvl,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995.0,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,4,3,3,1,0.0,1,0.0,1242.0,1242.0,GasA,5,1,SBrkr,1251.0,1250.0,0,2501.0,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1995.0,2,3.0,751.0,3,3,2,192,87,0,0,0,0,0,None,None,0,6,2008,WD,Normal,290000,13.0,13
20,RL,91.0,10437.0,None,3,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995.0,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,406.875,4,4,PConc,4,3,4,6,1696.0,1,0.0,413.0,2064.25,GasA,5,1,SBrkr,2113.0,0.0,0,2113.0,1.0,0.0,2,1,2,1,4,7,8,1,3,Attchd,1995.0,3,3.0,839.0,3,3,2,236,46,0,0,0,0,0,None,None,0,8,2008,WD,Normal,350000,13.0,13
60,RL,96.0,10542.0,None,4,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993.0,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,406.875,4,3,PConc,4,3,4,6,1173.0,1,0.0,138.0,1311.0,GasA,5,1,SBrkr,1325.0,1093.0,0,2418.0,1.0,0.0,2,1,3,1,4,9,8,1,3,Attchd,1993.0,2,3.0,960.0,3,3,2,250,154,0,0,0,0,0,None,None,0,8,2008,WD,Normal,341000,15.0,14
60,RL,91.0,10010.0,None,4,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993.0,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,3,4,228.0,6,0.0,0.0,1080.0,GasA,5,1,SBrkr,1108.0,1089.0,0,2197.0,1.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,1993.0,3,3.0,783.0,3,3,2,385,99,0,0,0,0,0,None,None,0,7,2008,WD,Normal,287500,15.0,14
60,RL,81.0,10944.0,None,3,Lvl,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994.0,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,4,3,1,6,1000.0,1,0.0,223.0,1223.0,GasA,5,1,SBrkr,1223.0,904.0,0,2127.0,1.0,0.0,2,1,3,1,4,5,8,2,3,Attchd,1994.0,2,2.0,525.0,3,3,2,171,132,0,0,0,0,0,None,None,0,8,2008,WD,Normal,271000,14.0,14
20,RL,91.0,14303.0,None,3,Lvl,Corner,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994.0,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,406.875,4,3,PConc,4,3,4,6,1314.0,1,0.0,672.0,1986.0,GasA,5,1,SBrkr,1987.0,0.0,0,1987.0,1.0,0.0,2,0,2,1,4,7,8,1,3,Attchd,1994.0,3,2.0,691.0,3,3,2,262,36,0,0,0,0,0,None,None,0,8,2008,WD,Normal,301500,14.0,14
20,RL,92.0,11932.0,None,4,Lvl,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,GasA,5,1,SBrkr,1580.0,0.0,0,1580.0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2008.0,2,3.0,830.0,3,3,2,0,24,0,0,0,0,0,None,None,0,6,2008,ConLD,Partial,235128,1.0,0
60,RL,86.0,14598.0,None,3,Lvl,CulDSac,3,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4,3,2,1,0.0,1,0.0,894.0,894.0,GasA,5,1,SBrkr,894.0,1039.0,0,1933.0,0.0,0.0,2,1,4,1,4,9,8,1,4,BuiltIn,2007.0,3,3.0,668.0,3,3,2,100,18,0,0,0,0,0,None,None,0,1,2008,WD,Normal,214000,1.0,1
20,RL,75.0,11957.0,None,3,Lvl,Inside,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1550.0,1574.0,GasA,5,1,SBrkr,1574.0,0.0,0,1574.0,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,2,3.0,824.0,3,3,2,144,104,0,0,0,0,0,None,None,0,7,2008,WD,Normal,232000,2.0,2
20,RL,74.0,13253.0,None,3,Lvl,Inside,3,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,4,3,PConc,5,3,1,6,1096.0,1,0.0,482.0,1578.0,GasA,4,1,SBrkr,1578.0,0.0,0,1578.0,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,1,3.0,642.0,3,3,2,0,26,0,0,0,0,0,None,None,0,5,2008,WD,Normal,240000,2.0,2
20,RL,75.0,14587.0,None,3,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1498.0,1498.0,GasA,5,1,SBrkr,1506.0,0.0,0,1506.0,0.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2008.0,3,2.0,592.0,3,3,2,0,174,0,0,0,0,0,None,None,0,8,2008,New,Partial,264132,0.0,0
20,RL,78.0,10206.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,Stone,406.875,3,3,PConc,4,3,1,6,33.0,1,0.0,1530.0,1563.0,GasA,5,1,SBrkr,1563.0,0.0,0,1563.0,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2007.0,2,3.0,758.0,3,3,2,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,245000,1.0,1
20,RL,91.0,12274.0,None,3,Lvl,FR2,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1417.0,1417.0,GasA,5,1,SBrkr,1428.0,0.0,0,1428.0,0.0,0.0,2,0,3,1,5,6,8,0,0,Attchd,2008.0,2,2.0,554.0,3,3,2,0,60,0,0,0,0,0,None,None,0,7,2008,New,Partial,227680,0.0,0
60,RL,73.0,9801.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1341.0,1341.0,GasA,5,1,SBrkr,1341.0,520.0,0,1861.0,0.0,0.0,3,0,3,1,4,7,8,1,4,BuiltIn,2007.0,2,3.0,851.0,3,3,2,144,60,0,0,0,0,0,None,None,0,7,2008,WD,Normal,257000,1.0,1
60,RL,80.0,9428.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007.0,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310.0,4,3,PConc,4,3,3,6,729.0,1,0.0,226.0,955.0,GasA,5,1,SBrkr,955.0,919.0,0,1874.0,1.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2007.0,3,3.0,880.0,3,3,2,168,108,0,0,0,0,0,None,None,0,2,2008,New,Partial,297900,1.0,0
20,RL,87.0,10037.0,None,4,Lvl,Corner,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006.0,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,666.0,1,0.0,794.0,1460.0,GasA,5,1,SBrkr,1460.0,0.0,0,1460.0,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2006.0,3,2.0,480.0,3,3,2,0,20,0,0,0,0,0,None,None,0,8,2008,WD,Normal,247000,2.0,1
20,FV,72.0,8640.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1339.0,1363.0,GasA,5,1,SBrkr,1372.0,0.0,0,1372.0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2008.0,2,2.0,588.0,3,3,2,192,113,0,0,0,0,0,None,None,0,7,2008,New,Partial,212700,1.0,0
20,FV,72.0,8640.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1372.0,1372.0,GasA,5,1,SBrkr,1372.0,0.0,0,1372.0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2008.0,3,2.0,529.0,3,3,2,0,140,0,0,0,0,0,None,None,0,5,2008,New,Partial,250580,1.0,0
20,FV,95.0,11639.0,None,4,Lvl,Corner,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007.0,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1428.0,1428.0,GasA,5,1,SBrkr,1428.0,0.0,0,1428.0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2007.0,3,2.0,480.0,3,3,2,0,120,0,0,0,0,0,None,None,0,12,2008,New,Partial,182000,1.0,0
60,FV,75.0,9803.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,400.0,1,0.0,466.0,866.0,GasA,4,1,SBrkr,866.0,902.0,0,1768.0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,603.0,3,3,2,0,108,0,0,0,0,0,None,None,0,2,2008,WD,Normal,226700,3.0,3
60,FV,75.0,9375.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2003.0,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,406.875,4,3,PConc,5,3,1,1,0.0,1,0.0,1053.0,1053.0,GasA,5,1,SBrkr,1053.0,939.0,0,1992.0,0.0,0.0,2,1,3,1,4,9,8,1,4,Attchd,2003.0,2,2.0,648.0,3,3,2,140,45,0,0,0,0,0,None,None,0,8,2008,WD,Normal,250000,5.0,4
60,FV,85.0,10625.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005.0,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1026.0,1026.0,GasA,5,1,SBrkr,1026.0,932.0,0,1958.0,0.0,0.0,2,1,3,1,4,9,8,1,4,Attchd,2005.0,3,3.0,936.0,3,3,2,154,175,0,0,0,0,0,None,None,0,7,2008,WD,Normal,250000,3.0,3
60,FV,85.0,10800.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,1,6,789.0,1,0.0,245.0,1034.0,GasA,5,1,SBrkr,1050.0,1028.0,0,2078.0,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2008.0,3,3.0,836.0,3,3,2,0,102,0,0,0,0,0,None,None,0,4,2008,New,Partial,339750,1.0,0
60,FV,65.0,8125.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,6,2007.0,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,813.0,813.0,GasA,5,1,SBrkr,822.0,843.0,0,1665.0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2007.0,2,2.0,562.0,3,3,2,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,205950,1.0,1
20,FV,85.0,10625.0,None,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1660.0,1660.0,GasA,5,1,SBrkr,1660.0,0.0,0,1660.0,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,3,3.0,660.0,3,3,2,133,120,0,0,0,0,0,None,None,0,6,2008,WD,Normal,256000,1.0,1
20,FV,62.0,7500.0,Pave,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007.0,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,3,PConc,4,3,1,6,902.0,1,0.0,316.0,1218.0,GasA,5,1,SBrkr,1218.0,0.0,0,1218.0,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2008.0,3,2.0,462.0,3,3,2,168,168,0,0,0,0,0,None,None,0,4,2008,New,Partial,230348,1.0,0
60,FV,64.0,8791.0,None,3,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,6,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,3,503.0,1,0.0,361.0,864.0,GasA,5,1,SBrkr,864.0,864.0,0,1728.0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2003.0,2,2.0,673.0,3,3,2,216,56,0,0,0,0,0,None,None,0,5,2008,WD,Normal,207500,5.0,5
20,RL,63.0,7500.0,None,4,Lvl,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004.0,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,680.0,1,0.0,400.0,1080.0,GasA,5,1,SBrkr,1080.0,0.0,0,1080.0,1.0,0.0,1,0,3,1,4,6,8,0,0,None,2004.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,141000,4.0,3
60,RL,68.0,10110.0,None,4,Lvl,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,80.0,5,0.0,200.0,835.0,GasA,5,1,SBrkr,835.0,861.0,0,1696.0,1.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2003.0,2,2.0,542.0,3,3,2,143,66,0,0,0,0,0,None,None,0,7,2008,WD,Normal,188000,5.0,5
60,RL,67.0,12774.0,None,4,Lvl,FR2,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003.0,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,3,1,0.0,1,0.0,835.0,835.0,GasA,5,1,SBrkr,835.0,828.0,0,1663.0,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2003.0,2,2.0,478.0,3,3,2,168,68,0,0,0,0,0,None,None,0,7,2008,WD,Normal,192500,5.0,4
20,RL,63.0,13072.0,None,4,Lvl,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,3,3,PConc,4,4,1,6,80.0,1,0.0,1095.0,1175.0,GasA,5,1,SBrkr,1175.0,0.0,0,1175.0,1.0,0.0,1,0,3,1,4,6,8,0,0,None,2005.0,0,0.0,0.0,0,0,2,0,90,0,0,0,0,0,None,None,0,6,2008,WD,Normal,146000,3.0,2
20,RL,66.0,13695.0,None,4,Lvl,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,646.0,1,0.0,468.0,1114.0,GasA,5,1,SBrkr,1114.0,0.0,0,1114.0,1.0,0.0,1,1,3,1,4,6,8,0,0,Detchd,2004.0,1,2.0,576.0,3,3,2,0,102,0,0,0,0,0,None,None,0,6,2008,WD,Normal,159000,4.0,4
